Timestamp,Type,X,Y,Z
2025-11-12 13:19:13.177,A,1.46777,-0.0917969,0.328613
2025-11-12 13:19:13.177,G,-83.8013,-171.936,-52.7954
2025-11-12 13:19:13.277,A,0.638672,-0.0634766,0.792969
2025-11-12 13:19:13.277,G,5.61523,194.214,16.2964
2025-11-12 13:19:13.377,A,0.262695,0.0834961,0.756836
2025-11-12 13:19:13.377,G,-156.372,387.634,43.2739
2025-11-12 13:19:13.477,A,0.166992,-0.173828,1.00488
2025-11-12 13:19:13.477,G,2.74658,0.549316,82.0312
2025-11-12 13:19:13.577,A,-0.134277,-0.0869141,0.981934
2025-11-12 13:19:13.578,G,-5.49316,1.77002,82.0312
2025-11-12 13:19:13.678,A,0.0180664,-0.0722656,0.995605
2025-11-12 13:19:13.678,G,-5.5542,-0.183105,102.234
2025-11-12 13:19:13.778,A,0.0288086,-0.116699,1.00146
2025-11-12 13:19:13.778,G,-4.45557,0.305176,231.628
2025-11-12 13:19:13.878,A,-0.0209961,-0.015625,1.00098
2025-11-12 13:19:13.878,G,-0.915527,-0.549316,-0.244141
2025-11-12 13:19:13.978,A,-0.0224609,-0.0175781,1.00098
2025-11-12 13:19:13.978,G,-0.488281,-0.366211,-0.12207
2025-11-12 13:19:14.078,A,-0.0224609,-0.0180664,0.998535
2025-11-12 13:19:14.078,G,-0.488281,-0.427246,-0.0610352
2025-11-12 13:19:14.179,A,-0.0214844,-0.0180664,0.999023
2025-11-12 13:19:14.179,G,-0.427246,-0.427246,-0.0610352
2025-11-12 13:19:14.279,A,-0.0224609,-0.0180664,0.997559
2025-11-12 13:19:14.279,G,-0.427246,-0.427246,-0.12207
2025-11-12 13:19:14.379,A,-0.0219727,-0.0185547,0.994141
2025-11-12 13:19:14.379,G,0.427246,-0.732422,0
2025-11-12 13:19:14.479,A,-0.0219727,-0.0180664,0.999023
2025-11-12 13:19:14.479,G,-0.610352,-0.244141,0
2025-11-12 13:19:14.579,A,-0.0224609,-0.019043,1.00049
2025-11-12 13:19:14.579,G,0.0610352,-0.793457,0
2025-11-12 13:19:14.679,A,-0.0214844,-0.0180664,1.00391
2025-11-12 13:19:14.680,G,-0.854492,0,0
2025-11-12 13:19:14.780,A,-0.0229492,-0.0205078,1
2025-11-12 13:19:14.780,G,-0.671387,-0.305176,0
2025-11-12 13:19:14.880,A,-0.0239258,-0.0180664,1.00098
2025-11-12 13:19:14.880,G,-0.305176,-0.488281,0.183105
2025-11-12 13:19:14.980,A,-0.0229492,-0.0195312,1.00098
2025-11-12 13:19:14.980,G,-0.305176,-0.427246,-0.0610352
2025-11-12 13:19:15.080,A,-0.0224609,-0.0200195,1.00049
2025-11-12 13:19:15.080,G,-0.366211,-0.366211,-0.12207
2025-11-12 13:19:15.180,A,-0.0229492,-0.0200195,0.999023
2025-11-12 13:19:15.180,G,-0.427246,-0.183105,-0.0610352
2025-11-12 13:19:15.281,A,-0.0229492,-0.0200195,1
2025-11-12 13:19:15.281,G,-0.488281,-0.244141,-0.0610352
2025-11-12 13:19:15.381,A,-0.0229492,-0.0205078,1.00098
2025-11-12 13:19:15.381,G,-0.427246,-0.244141,0
2025-11-12 13:19:15.481,A,-0.0234375,-0.0205078,0.999023
2025-11-12 13:19:15.481,G,-0.488281,-0.244141,0
2025-11-12 13:19:15.582,A,-0.0229492,-0.0205078,1.00049
2025-11-12 13:19:15.582,G,-1.0376,0.0610352,0
2025-11-12 13:19:15.681,A,-0.0244141,-0.0229492,0.998535
2025-11-12 13:19:15.681,G,-2.0752,0.732422,0.671387
